,uniprot1,uniprot2,symbol1,symbol2,methods,pids,ndb,dbs,exp,go1,go2
422,P03372,P78527,ESR1,PRKDC,affinity chromatography technology,"16794079, 21182205",2,"biogrid, iid-pred, intact","exp, pred","GO:0005794, GO:1903799, GO:0017025, GO:0000981, GO:0005886, GO:0071168, GO:0019899, GO:0008584, GO:0005496, GO:0030111, GO:0001077, GO:0007165, GO:0060065, GO:0010863, GO:0030284, GO:0042981, GO:0060068, GO:0005737, GO:0005654, GO:0032355, GO:0001547, GO:0001093, GO:0030520, GO:0000122, GO:0051897, GO:0005634, GO:0016020, GO:0008270, GO:0050727, GO:0060527, GO:0060523, GO:0006367, GO:0006366, GO:0043124, GO:0060687, GO:0097550, GO:0042802, GO:0006351, GO:0046934, GO:0033146, GO:0030331, GO:0071392, GO:0051117, GO:0008134, GO:0046854, GO:0071391, GO:0008013, GO:0034121, GO:0019901, GO:0030235, GO:0048863, GO:0035327, GO:0045893, GO:0060745, GO:0030518, GO:0043627, GO:0045944, GO:0060749, GO:0043433, GO:0045899, GO:0034056, GO:0051091, GO:0001223, GO:0032991, GO:0006338, GO:0060750, GO:0003700, GO:0016579, GO:0005829, GO:0010629, GO:0003707, GO:0048146, GO:0006355, GO:0006357, GO:0000790, GO:0002064, GO:0005515, GO:0007200, GO:0007204, GO:0000978, GO:0003682, GO:0038052, GO:0016021, GO:0008209","GO:0048639, GO:0018105, GO:0033152, GO:0033153, GO:0016233, GO:0019899, GO:0000784, GO:0032869, GO:0007420, GO:0043065, GO:0006303, GO:0006302, GO:0005730, GO:0031648, GO:0005634, GO:0016020, GO:2001229, GO:0005654, GO:0048511, GO:0004677, GO:0043066, GO:0002360, GO:0048538, GO:0048146, GO:0048536, GO:0045944, GO:0003690, GO:0010332, GO:0005524, GO:0002326, GO:0006468, GO:0016301, GO:0005667, GO:0033077, GO:0008283, GO:0035234, GO:0045087, GO:0004672, GO:0008134, GO:0006464, GO:0006974, GO:0032481, GO:0005958, GO:0019904, GO:0016567, GO:0007507, GO:0032991, GO:0006281, GO:0001756, GO:0002638, GO:0004674, GO:0014823, GO:0008630, GO:0032993, GO:0072431, GO:0005829, GO:0042752, GO:0097681, GO:0002218, GO:0002328, GO:0003723, GO:0005515, GO:0048660, GO:0001933, GO:0070419, GO:2000773"
427,P78527,Q05655,PRKDC,PRKCD,anti tag coimmunoprecipitation,"16611985, 9774685",2,"bci, hprd, iid-pred, intact","exp, pred","GO:0048639, GO:0018105, GO:0033152, GO:0033153, GO:0016233, GO:0019899, GO:0000784, GO:0032869, GO:0007420, GO:0043065, GO:0006303, GO:0006302, GO:0005730, GO:0031648, GO:0005634, GO:0016020, GO:2001229, GO:0005654, GO:0048511, GO:0004677, GO:0043066, GO:0002360, GO:0048538, GO:0048146, GO:0048536, GO:0045944, GO:0003690, GO:0010332, GO:0005524, GO:0002326, GO:0006468, GO:0016301, GO:0005667, GO:0033077, GO:0008283, GO:0035234, GO:0045087, GO:0004672, GO:0008134, GO:0006464, GO:0006974, GO:0032481, GO:0005958, GO:0019904, GO:0016567, GO:0007507, GO:0032991, GO:0006281, GO:0001756, GO:0002638, GO:0004674, GO:0014823, GO:0008630, GO:0032993, GO:0072431, GO:0005829, GO:0042752, GO:0097681, GO:0002218, GO:0002328, GO:0003723, GO:0005515, GO:0048660, GO:0001933, GO:0070419, GO:2000773","GO:0018107, GO:0035578, GO:0018105, GO:0005783, GO:2001235, GO:0032615, GO:0005886, GO:0034351, GO:0032147, GO:0018108, GO:0043407, GO:0004699, GO:2000755, GO:0007165, GO:0060326, GO:0008047, GO:0035556, GO:0004697, GO:0007049, GO:0005737, GO:0032091, GO:0050728, GO:0016064, GO:0043560, GO:0070062, GO:0046627, GO:0030837, GO:0005634, GO:0042119, GO:0051490, GO:0005654, GO:0004674, GO:0004715, GO:0043488, GO:0030168, GO:0016572, GO:0004672, GO:0016363, GO:0010469, GO:0005524, GO:0002223, GO:0006468, GO:0032079, GO:0032930, GO:0032613, GO:0070301, GO:0042100, GO:0090398, GO:0019901, GO:0019900, GO:0023021, GO:0019899, GO:0005911, GO:0032956, GO:0042307, GO:2001022, GO:0048471, GO:0035307, GO:0038096, GO:0050821, GO:1904385, GO:0046872, GO:0008631, GO:0060333, GO:0005829, GO:0050732, GO:1900163, GO:0043312, GO:2000753, GO:0071447, GO:0005515, GO:0090331, GO:0005576, GO:2000304, GO:0006915, GO:0042742"
429,Q8N8Y5,Q9NS91,ZFP41,RAD18,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0043565, GO:0003700, GO:0005634, GO:0030154, GO:0007283, GO:0006357, GO:0006351, GO:0003677, GO:0046872, GO:0007275, GO:0000981","GO:0009411, GO:0042769, GO:0042405, GO:0031593, GO:0005737, GO:0016604, GO:0006301, GO:0016567, GO:0005813, GO:0005634, GO:0005654, GO:0005657, GO:0043142, GO:0046872, GO:0042802, GO:0006281, GO:0060548, GO:0006974, GO:0051984, GO:0061630, GO:0000403, GO:0031625, GO:0035861, GO:0097505, GO:0006513, GO:0051865, GO:0005515, GO:0044877, GO:0003684"
430,Q13426,Q5TF58,XRCC4,IFFO2,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0032807, GO:0008022, GO:0051103, GO:0003677, GO:0010165, GO:0006303, GO:0006302, GO:0075713, GO:0005634, GO:0005654, GO:0042802, GO:0070419, GO:0006281, GO:0006974, GO:0000793, GO:0005958, GO:0016874, GO:0006310, GO:0071285, GO:0005829, GO:0051351, GO:0005515",GO:0005882
433,Q14676,Q92793,MDC1,CREBBP,"affinity chromatography technology, pull down","16051665, 19826003",2,"bci, biogrid, hprd, iid-pred","exp, pred","GO:0005654, GO:0008022, GO:0016604, GO:0006303, GO:0031573, GO:0006281, GO:0005634, GO:0006974, GO:0005515, GO:0070975, GO:0005925, GO:0005694","GO:0008589, GO:0003713, GO:0006473, GO:0045747, GO:0042592, GO:0007165, GO:0034212, GO:0034644, GO:0001666, GO:0042981, GO:1904837, GO:0005737, GO:0005654, GO:0001191, GO:0007219, GO:0000123, GO:0000122, GO:0001078, GO:0005634, GO:0004402, GO:0065003, GO:0048511, GO:0006367, GO:0000987, GO:0002223, GO:0016573, GO:0019216, GO:0008134, GO:0018076, GO:0007221, GO:0000790, GO:0016604, GO:0045893, GO:0001102, GO:0031648, GO:0001085, GO:0042733, GO:0061418, GO:0043426, GO:0003700, GO:1900034, GO:0032481, GO:0003684, GO:0006355, GO:0016407, GO:0045944, GO:0005515, GO:0016032, GO:0003682, GO:0002039, GO:0045637, GO:0008270"
434,O60216,P49746,RAD21,THBS3,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0045841, GO:0071168, GO:0044877, GO:0008278, GO:0051301, GO:0007062, GO:0006302, GO:0016020, GO:0005654, GO:0006366, GO:0016363, GO:0005694, GO:0045876, GO:0030893, GO:0006281, GO:0006915, GO:0006974, GO:0010972, GO:0007059, GO:0007131, GO:0000775, GO:0006310, GO:0000798, GO:0005829, GO:0001228, GO:0006357, GO:0045944, GO:0005515, GO:0000785, GO:0003682","GO:0060346, GO:0043931, GO:0007160, GO:0005576, GO:0005509, GO:0048471, GO:0003417, GO:0008201"
435,P38398,Q9NVC6,BRCA1,MED17,biochemical,"11504724, 12154023",2,"biogrid, iid-pred","exp, pred","GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893","GO:0005654, GO:0070847, GO:0038023, GO:0006367, GO:0030521, GO:0005667, GO:0005634, GO:0016020, GO:0003713, GO:0003712, GO:0030374, GO:0001104, GO:0046966, GO:0006357, GO:0045944, GO:0042809, GO:0005515, GO:0030518, GO:0016592, GO:0045893"
436,P13598,Q9UI95,ICAM2,MAD2L2,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005178, GO:0050776, GO:0098609, GO:0016020, GO:0032154, GO:0001931, GO:0005902, GO:0030198, GO:0005887, GO:0005886, GO:0007155, GO:0002223","GO:0033138, GO:0042177, GO:0051301, GO:0045830, GO:0005819, GO:0042276, GO:0000122, GO:0005634, GO:0005654, GO:2001034, GO:1904667, GO:0005694, GO:0090090, GO:0010944, GO:0006281, GO:0006974, GO:0001558, GO:0045893, GO:0001102, GO:0042772, GO:0043433, GO:0006302, GO:0008432, GO:2000042, GO:0007015, GO:0010719, GO:2000048, GO:0035861, GO:0005829, GO:0005730, GO:0016035, GO:0006351, GO:0005515, GO:0007094, GO:2000678, GO:0005680"
437,Q0VG06,Q8NHQ8,FAAP100,RASSF8,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005654, GO:0045111, GO:0006281, GO:0005829, GO:0036297, GO:0006974, GO:0005515, GO:0003677, GO:0043240","GO:0007165, GO:0005515, GO:0034334"
438,O94761,Q86WV1,RECQL4,SKAP1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0009378, GO:0000781, GO:0003677, GO:0061821, GO:0007275, GO:0000723, GO:0000724, GO:0005634, GO:0016020, GO:0005737, GO:0061820, GO:0006260, GO:0045740, GO:0005694, GO:0003697, GO:0005524, GO:0008284, GO:0032357, GO:0006284, GO:0043140, GO:0006281, GO:0032508, GO:0004386, GO:0006974, GO:0010971, GO:0036310, GO:0006310, GO:0000405, GO:0000733, GO:0005515","GO:0005070, GO:0005737, GO:0042169, GO:0002757, GO:0005515, GO:0045785, GO:0009967, GO:0005634, GO:0042101, GO:0050852, GO:0017124, GO:0019901, GO:0019903, GO:0044877, GO:0002250, GO:0005911, GO:0005886, GO:0045944, GO:0072659, GO:0005829, GO:0045893"
439,O14757,Q5SW96,CHEK1,LDLRAP1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0018107, GO:2000615, GO:0071260, GO:0070317, GO:0000781, GO:0000785, GO:0035556, GO:0007049, GO:0005737, GO:0010569, GO:0005615, GO:0005813, GO:0005634, GO:0006281, GO:0005654, GO:0004674, GO:0006260, GO:0004672, GO:0045839, GO:0010767, GO:0005524, GO:0072425, GO:0006468, GO:0016301, GO:0048096, GO:0006915, GO:0006974, GO:0006975, GO:0035402, GO:0019904, GO:0000794, GO:1901796, GO:0000077, GO:0045787, GO:0032991, GO:0043231, GO:0035407, GO:0005829, GO:0005515, GO:0046602, GO:0090399","GO:0030159, GO:1905602, GO:0090205, GO:0055037, GO:0009898, GO:0030301, GO:0061024, GO:0035612, GO:0048260, GO:0042982, GO:0030665, GO:0001540, GO:0009967, GO:0005546, GO:0009925, GO:0030424, GO:0008203, GO:0001784, GO:1903076, GO:0005883, GO:0043393, GO:0005886, GO:0030122, GO:0042632, GO:0030121, GO:0050750, GO:0031623, GO:0034383, GO:0005829, GO:0006898, GO:0090118, GO:0035591, GO:0005515, GO:0030276, GO:0005769, GO:0035615"
440,P49746,Q8NB91,THBS3,FANCB,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0060346, GO:0043931, GO:0007160, GO:0005576, GO:0005509, GO:0048471, GO:0003417, GO:0008201","GO:1905168, GO:0005654, GO:2000042, GO:0006281, GO:0036297, GO:0006974, GO:0005515, GO:1990414, GO:0043240"
