PROTID;GENEID;DEFLINE;NumExp;Total;FREQ;ALL_NUMSPECSTOT;ALL_NUMSPECSUNIQ
NP_001155052.1;POC1A;POC1 centriolar protein homolog A isoform 2 [Homo sapiens];3;334;0.008746;2;2
NP_006738.3;SIPA1;signal-induced proliferation-associated protein 1 [Homo sapiens];3;334;0.008746;4;4
NP_001191957.1;MDM1;nuclear protein MDM1 isoform 4 [Homo sapiens];3;334;0.008746;2;2
NP_001035284.1;AGTRAP;type-1 angiotensin II receptor-associated protein isoform b [Homo sapiens];3;334;0.008746;4;4
NP_001028690.1;WIPI2;WD repeat domain phosphoinositide-interacting protein 2 isoform c [Homo sapiens];3;334;0.008746;1;1
NP_001129513.1;HDAC11;histone deacetylase 11 isoform 2 [Homo sapiens];3;334;0.008746;2;2
NP_001189418.1;UBE2G2;ubiquitin-conjugating enzyme E2 G2 isoform 3 [Homo sapiens];3;334;0.008746;2;2
NP_001274.1;AP1S1;AP-1 complex subunit sigma-1A [Homo sapiens];3;334;0.008746;4;4
NP_002018.1;FNTA;protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha [Homo sapiens];3;334;0.008746;3;3
NP_004854.1;SPTLC2;serine palmitoyltransferase 2 [Homo sapiens];3;334;0.008746;2;2
NP_006005.2;LAGE3;L antigen family member 3 [Homo sapiens];3;334;0.008746;3;3
NP_055991.1;FBXO28;F-box only protein 28 isoform a [Homo sapiens];3;334;0.008746;3;3
NP_056416.2;HERC4;probable E3 ubiquitin-protein ligase HERC4 isoform b [Homo sapiens];3;334;0.008746;1;1
NP_057297.2;TRIP4;activating signal cointegrator 1 [Homo sapiens];3;334;0.008746;2;2
NP_060341.2;CPSF3L;integrator complex subunit 11 [Homo sapiens];3;334;0.008746;2;2
NP_598407.1;ZAK;mitogen-activated protein kinase kinase kinase MLT isoform 2 [Homo sapiens];3;334;0.008746;3;3
NP_000235.2;MEN1;menin isoform 1 [Homo sapiens];3;334;0.008746;1;1
NP_001030126.1;SORBS1;sorbin and SH3 domain-containing protein 1 isoform 3 [Homo sapiens];3;334;0.008746;2;2
NP_001171944.1;SP110;sp110 nuclear body protein isoform d [Homo sapiens];3;334;0.008746;1;1
NP_003355.1;UPP1;uridine phosphorylase 1 [Homo sapiens];3;334;0.008746;2;2
NP_005988.1;VPS72;vacuolar protein sorting-associated protein 72 homolog [Homo sapiens];3;334;0.008746;2;2
NP_055411.1;ZNRD1;DNA-directed RNA polymerase I subunit RPA12 [Homo sapiens];3;334;0.008746;3;3
NP_055438.1;MEA1;male-enhanced antigen 1 [Homo sapiens];3;334;0.008746;5;5
NP_056004.1;EXOC6B;exocyst complex component 6B [Homo sapiens];3;334;0.008746;2;2
NP_060692.2;PARVA;alpha-parvin [Homo sapiens];3;334;0.008746;5;5
NP_689735.1;ARL6IP6;ADP-ribosylation factor-like protein 6-interacting protein 6 [Homo sapiens];3;334;0.008746;5;5
NP_001013858.1;MAD1L1;mitotic spindle assembly checkpoint protein MAD1 [Homo sapiens];3;334;0.008746;1;1
NP_001135974.1;PPP1R13L;relA-associated inhibitor [Homo sapiens];3;334;0.008746;1;1
NP_004505.2;FOXK2;forkhead box protein K2 [Homo sapiens];3;334;0.008746;1;1
NP_005329.3;HIP1;huntingtin-interacting protein 1 [Homo sapiens];3;334;0.008746;1;1
NP_005971.1;S100P;protein S100-P [Homo sapiens];3;334;0.008746;3;3
NP_055215.2;LYPD3;ly6/PLAUR domain-containing protein 3 precursor [Homo sapiens];3;334;0.008746;3;3
NP_057588.1;MRPL27;39S ribosomal protein L27, mitochondrial [Homo sapiens];3;334;0.008746;3;3
NP_060395.4;DENND4C;DENN domain-containing protein 4C [Homo sapiens];3;334;0.008746;1;1
NP_061989.2;UBFD1;ubiquitin domain-containing protein UBFD1 [Homo sapiens];3;334;0.008746;3;3
NP_066545.3;GINS1;DNA replication complex GINS protein PSF1 [Homo sapiens];3;334;0.008746;3;3
NP_073732.1;ELOVL1;elongation of very long chain fatty acids protein 1 [Homo sapiens];3;334;0.008746;3;3
NP_115545.3;ACAD11;acyl-CoA dehydrogenase family member 11 [Homo sapiens];3;334;0.008746;5;5
NP_116231.2;TMEM209;transmembrane protein 209 [Homo sapiens];3;334;0.008746;1;1
NP_001001484.1;PTER;phosphotriesterase-related protein [Homo sapiens];3;334;0.008746;1;1
NP_001092142.1;HEPHL1;hephaestin-like protein 1 precursor [Homo sapiens];3;334;0.008746;1;1
NP_001121132.1;MFN2;mitofusin-2 [Homo sapiens];3;334;0.008746;1;1
NP_005877.2;KATNB1;katanin p80 WD40-containing subunit B1 [Homo sapiens];3;334;0.008746;1;1
NP_008950.1;UBE2C;ubiquitin-conjugating enzyme E2 C isoform 1 [Homo sapiens];3;334;0.008746;2;2
NP_060620.2;RNF220;E3 ubiquitin-protein ligase RNF220 [Homo sapiens];3;334;0.008746;2;2
NP_060740.1;C20orf20;MRG-binding protein [Homo sapiens];3;334;0.008746;3;3
NP_660309.1;NUDCD2;nudC domain-containing protein 2 [Homo sapiens];3;334;0.008746;3;3
NP_001336.2;DGKA;diacylglycerol kinase alpha [Homo sapiens];3;334;0.008746;1;1
NP_001108488.1;KANSL3;hypothetical protein LOC55683 isoform a [Homo sapiens];3;334;0.008746;1;1
NP_003264.2;TM7SF2;delta(14)-sterol reductase [Homo sapiens];3;334;0.008746;2;2
NP_005006.3;OXA1L;mitochondrial inner membrane protein OXA1L [Homo sapiens];3;334;0.008746;3;3
NP_006433.2;DRAP1;dr1-associated corepressor [Homo sapiens];3;334;0.008746;3;3
NP_061895.3;TMX3;protein disulfide-isomerase TMX3 precursor [Homo sapiens];3;334;0.008746;2;2
NP_001159932.1;MPP1;55 kDa erythrocyte membrane protein isoform 2 [Homo sapiens];3;334;0.008746;3;3
NP_002171.2;IGHMBP2;DNA-binding protein SMUBP-2 [Homo sapiens];3;334;0.008746;1;1
NP_001182551.1;TOPORS;E3 ubiquitin-protein ligase Topors isoform 2 [Homo sapiens];3;334;0.008746;3;3
NP_071347.2;RNF123;E3 ubiquitin-protein ligase RNF123 [Homo sapiens];3;334;0.008746;1;1
NP_079411.2;FHOD3;FH1/FH2 domain-containing protein 3 [Homo sapiens];3;334;0.008746;1;1
NP_115725.1;NUDT16L1;protein syndesmos isoform 1 [Homo sapiens];3;334;0.008746;2;2
NP_001002295.1;GATA3;trans-acting T-cell-specific transcription factor GATA-3 isoform 1 [Homo sapiens];3;334;0.008746;2;2
NP_115881.3;JAGN1;protein jagunal homolog 1 [Homo sapiens];3;334;0.008746;3;3
NP_001193355.1;USMG5;up-regulated during skeletal muscle growth protein 5 [Homo sapiens];3;334;0.008746;2;2
NP_001015891.1;TAF9;adenylate kinase isoenzyme 6 isoform c [Homo sapiens];3;334;0.008746;2;2
NP_001138910.1;PGAP2;post-GPI attachment to proteins factor 2 isoform 2 [Homo sapiens];3;334;0.008746;3;3
NP_055805.1;RALGAPA1;ral GTPase-activating protein subunit alpha-1 isoform 1 [Homo sapiens];3;334;0.008746;1;1
NP_001139574.1;PARP9;poly [ADP-ribose] polymerase 9 isoform a [Homo sapiens];3;334;0.008746;1;1
NP_036553.2;RLF;zinc finger protein Rlf [Homo sapiens];3;334;0.008746;1;1
NP_078800.3;ATP13A3;probable cation-transporting ATPase 13A3 [Homo sapiens];3;334;0.008746;1;1
NP_619634.1;PPP1R14B;protein phosphatase 1 regulatory subunit 14B [Homo sapiens];3;334;0.008746;2;2
NP_689799.3;USP54;inactive ubiquitin carboxyl-terminal hydrolase 54 [Homo sapiens];3;334;0.008746;1;1
NP_775823.1;C3orf58;Golgi protein GoPro49 isoform a [Homo sapiens];3;334;0.008746;1;1
NP_872304.2;ZNF428;zinc finger protein 428 [Homo sapiens];3;334;0.008746;1;1
NP_001124507.1;ZCCHC9;zinc finger CCHC domain-containing protein 9 [Homo sapiens];3;334;0.008746;1;1
XP_003118918.1;null;PREDICTED: collagen alpha-4(VI) chain-like [Homo sapiens];3;334;0.008746;4;4
NP_005857.1;SIGMAR1;sigma non-opioid intracellular receptor 1 isoform 1 [Homo sapiens];3;334;0.008746;2;2
NP_001139628.1;GSK3B;glycogen synthase kinase-3 beta isoform 2 [Homo sapiens];3;334;0.008746;1;1
NP_000391.1;ERCC2;TFIIH basal transcription factor complex helicase XPD subunit isoform 1 [Homo sapiens];3;334;0.008746;1;1
NP_060544.2;CCDC94;coiled-coil domain-containing protein 94 [Homo sapiens];3;334;0.008746;2;2
NP_001138473.1;NEK6;serine/threonine-protein kinase Nek6 isoform 1 [Homo sapiens];3;334;0.008746;1;1
NP_001139547.1;RPAP3;RNA polymerase II-associated protein 3 isoform 2 [Homo sapiens];3;334;0.008746;3;3
NP_000138.2;FUCA1;tissue alpha-L-fucosidase precursor [Homo sapiens];3;334;0.008746;1;1
NP_001035882.1;RUFY2;RUN and FYVE domain-containing protein 2 isoform b [Homo sapiens];3;334;0.008746;1;1
NP_690005.2;ASPRV1;retroviral-like aspartic protease 1 precursor [Homo sapiens];3;334;0.008746;3;3
NP_000042.3;ATM;serine-protein kinase ATM [Homo sapiens];2;334;0.005831;3;3
NP_000148.2;GBA;glucosylceramidase isoform 1 precursor [Homo sapiens];2;334;0.005831;4;4
NP_000286.3;SERPINA1;alpha-1-antitrypsin precursor [Homo sapiens];2;334;0.005831;4;4
NP_000499.1;FGA;fibrinogen alpha chain isoform alpha-E preproprotein [Homo sapiens];2;334;0.005831;18;18
NP_000894.1;NQO1;NAD(P)H dehydrogenase [quinone] 1 isoform a [Homo sapiens];2;334;0.005831;3;3
NP_001001522.1;TAGLN;transgelin [Homo sapiens];2;334;0.005831;12;12
NP_001002296.1;GOLGA7;Golgin subfamily A member 7 isoform a [Homo sapiens];2;334;0.005831;5;5
NP_001027451.1;TFAP2A;transcription factor AP-2-alpha isoform b [Homo sapiens];2;334;0.005831;29;29
NP_001034437.1;EFEMP1;EGF-containing fibulin-like extracellular matrix protein 1 precursor [Homo sapiens];2;334;0.005831;4;4
NP_001072982.1;UBN1;ubinuclein-1 [Homo sapiens];2;334;0.005831;4;4
NP_001092104.1;RBM47;RNA-binding protein 47 isoform a [Homo sapiens];2;334;0.005831;8;8
NP_001129058.1;C5orf24;hypothetical protein LOC134553 [Homo sapiens];2;334;0.005831;7;7
NP_001135971.1;FLYWCH2;FLYWCH family member 2 [Homo sapiens];2;334;0.005831;10;10
NP_001137290.1;SERPINB2;plasminogen activator inhibitor 2 precursor [Homo sapiens];2;334;0.005831;4;4
NP_001139580.1;PTGR1;prostaglandin reductase 1 isoform 1 [Homo sapiens];2;334;0.005831;7;7
NP_001141.2;ANPEP;aminopeptidase N precursor [Homo sapiens];2;334;0.005831;6;6
NP_001185498.1;ATP6V0C;V-type proton ATPase 16 kDa proteolipid subunit [Homo sapiens];2;334;0.005831;4;4
NP_001188465.1;TAF1A;TATA box-binding protein-associated factor RNA polymerase I subunit A isoform 1 [Homo sapiens];2;334;0.005831;13;13
NP_001191066.1;MBD1;methyl-CpG-binding domain protein 1 isoform 7 [Homo sapiens];2;334;0.005831;11;11
NP_001192183.1;OCLN;occludin isoform a [Homo sapiens];2;334;0.005831;22;22
NP_001248.1;CDH13;cadherin-13 preproprotein [Homo sapiens];2;334;0.005831;5;5
NP_001303.1;CRIP2;cysteine-rich protein 2 [Homo sapiens];2;334;0.005831;3;3
NP_001544.1;IGFBP7;insulin-like growth factor-binding protein 7 [Homo sapiens];2;334;0.005831;13;13
NP_001558.3;INPPL1;phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 2 [Homo sapiens];2;334;0.005831;5;5
NP_002299.2;LGALS9;galectin-9 isoform short [Homo sapiens];2;334;0.005831;5;5
NP_002423.1;MNDA;myeloid cell nuclear differentiation antigen [Homo sapiens];2;334;0.005831;15;15
NP_002454.1;MX2;interferon-induced GTP-binding protein Mx2 [Homo sapiens];2;334;0.005831;4;4
NP_002627.1;PHF1;PHD finger protein 1 isoform a [Homo sapiens];2;334;0.005831;4;4
NP_002732.3;PKN1;serine/threonine-protein kinase N1 isoform 2 [Homo sapiens];2;334;0.005831;5;5
NP_002822.2;PTPN6;tyrosine-protein phosphatase non-receptor type 6 isoform 1 [Homo sapiens];2;334;0.005831;3;3
NP_002966.1;CLEC11A;C-type lectin domain family 11 member A precursor [Homo sapiens];2;334;0.005831;10;10
NP_003003.3;SFRP1;secreted frizzled-related protein 1 precursor [Homo sapiens];2;334;0.005831;4;4
NP_003109.1;SPARC;SPARC precursor [Homo sapiens];2;334;0.005831;5;5
NP_003214.1;TFAP4;transcription factor AP-4 [Homo sapiens];2;334;0.005831;9;9
NP_003602.1;OFD1;oral-facial-digital syndrome 1 protein [Homo sapiens];2;334;0.005831;9;9
NP_003759.1;PEA15;astrocytic phosphoprotein PEA-15 [Homo sapiens];2;334;0.005831;8;8
NP_003815.1;FADD;protein FADD [Homo sapiens];2;334;0.005831;18;18
NP_004290.2;ABCB7;ATP-binding cassette sub-family B member 7, mitochondrial [Homo sapiens];2;334;0.005831;4;4
NP_004420.1;EFNB1;ephrin-B1 precursor [Homo sapiens];2;334;0.005831;46;46
NP_005671.2;TAF1B;TATA box-binding protein-associated factor RNA polymerase I subunit B [Homo sapiens];2;334;0.005831;11;11
NP_005911.1;MEF2D;myocyte-specific enhancer factor 2D [Homo sapiens];2;334;0.005831;3;3
NP_006279.2;THY1;thy-1 membrane glycoprotein preproprotein [Homo sapiens];2;334;0.005831;5;5
NP_036300.2;FBXO2;F-box only protein 2 [Homo sapiens];2;334;0.005831;7;7
NP_036593.2;TINF2;TERF1-interacting nuclear factor 2 isoform 2 [Homo sapiens];2;334;0.005831;3;3
NP_038479.1;MYOF;myoferlin isoform a [Homo sapiens];2;334;0.005831;24;24
NP_054767.3;MKL2;MKL/myocardin-like protein 2 [Homo sapiens];2;334;0.005831;77;77
NP_054874.3;ZBTB44;zinc finger and BTB domain-containing protein 44 [Homo sapiens];2;334;0.005831;9;9
NP_055598.1;ARHGAP11A;rho GTPase-activating protein 11A isoform 1 [Homo sapiens];2;334;0.005831;4;4
NP_056272.2;ZDHHC5;probable palmitoyltransferase ZDHHC5 [Homo sapiens];2;334;0.005831;7;7
NP_057046.1;FCF1;rRNA-processing protein FCF1 homolog [Homo sapiens];2;334;0.005831;4;4
NP_060276.2;LIME1;lck-interacting transmembrane adapter 1 [Homo sapiens];2;334;0.005831;9;9
NP_060392.3;PRPF39;pre-mRNA-processing factor 39 [Homo sapiens];2;334;0.005831;6;6
NP_060441.2;MRPL20;39S ribosomal protein L20, mitochondrial precursor [Homo sapiens];2;334;0.005831;4;4
NP_060710.3;KIRREL;kin of IRRE-like protein 1 precursor [Homo sapiens];2;334;0.005831;4;4
NP_060917.1;EMC3;transmembrane protein 111 [Homo sapiens];2;334;0.005831;4;4
NP_061933.1;CRCT1;cysteine-rich C-terminal protein 1 [Homo sapiens];2;334;0.005831;3;3
NP_067643.3;PDLIM2;PDZ and LIM domain protein 2 isoform 2 [Homo sapiens];2;334;0.005831;9;9
NP_068598.1;FASTKD5;FAST kinase domain-containing protein 5 [Homo sapiens];2;334;0.005831;4;4
NP_068772.2;FOXM1;forkhead box protein M1 isoform 2 [Homo sapiens];2;334;0.005831;14;14
NP_072174.3;TNS1;tensin-1 [Homo sapiens];2;334;0.005831;9;9
NP_079052.2;PEAK1;pseudopodium-enriched atypical kinase 1 [Homo sapiens];2;334;0.005831;8;8
NP_079093.2;THSD4;thrombospondin type-1 domain-containing protein 4 precursor [Homo sapiens];2;334;0.005831;3;3
NP_085059.2;COL18A1;collagen alpha-1(XVIII) chain isoform 1 precursor [Homo sapiens];2;334;0.005831;6;6
NP_112240.1;ARPC5L;actin-related protein 2/3 complex subunit 5-like protein [Homo sapiens];2;334;0.005831;4;4
NP_114429.2;CCDC8;coiled-coil domain-containing protein 8 [Homo sapiens];2;334;0.005831;5;5
NP_277047.2;TSPYL5;testis-specific Y-encoded-like protein 5 [Homo sapiens];2;334;0.005831;5;5
NP_443157.1;LENG8;leukocyte receptor cluster member 8 [Homo sapiens];2;334;0.005831;3;3
NP_444292.1;GNG2;guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 precursor [Homo sapiens];2;334;0.005831;5;5
NP_659415.1;CCDC138;coiled-coil domain-containing protein 138 [Homo sapiens];2;334;0.005831;4;4
NP_689714.2;PYHIN1;pyrin and HIN domain-containing protein 1 alpha 1 isoform [Homo sapiens];2;334;0.005831;32;32
NP_694453.2;RBM45;RNA-binding protein 45 [Homo sapiens];2;334;0.005831;9;9
NP_775820.2;C8orf47;hypothetical protein LOC203111 isoform 1 [Homo sapiens];2;334;0.005831;4;4
NP_775840.3;UBN2;ubinuclein-2 [Homo sapiens];2;334;0.005831;4;4
NP_000382.3;TPP1;tripeptidyl-peptidase 1 preproprotein [Homo sapiens];2;334;0.005831;3;3
NP_000513.2;HOXA13;homeobox protein Hox-A13 [Homo sapiens];2;334;0.005831;4;4
NP_001014987.1;LAT;linker for activation of T-cells family member 1 isoform b [Homo sapiens];2;334;0.005831;4;4
NP_001073940.1;PEAR1;platelet endothelial aggregation receptor 1 precursor [Homo sapiens];2;334;0.005831;9;9
NP_001095841.1;FOXRED2;FAD-dependent oxidoreductase domain-containing protein 2 precursor [Homo sapiens];2;334;0.005831;2;2
NP_001095871.1;TTI2;hypothetical protein LOC80185 [Homo sapiens];2;334;0.005831;3;3
NP_001121631.1;VPS53;vacuolar protein sorting-associated protein 53 homolog isoform 1 [Homo sapiens];2;334;0.005831;3;3
NP_002219.1;JUN;transcription factor AP-1 [Homo sapiens];2;334;0.005831;3;3
NP_006051.1;IKZF1;DNA-binding protein Ikaros [Homo sapiens];2;334;0.005831;4;4
NP_036394.1;HS2ST1;heparan sulfate 2-O-sulfotransferase 1 isoform 1 [Homo sapiens];2;334;0.005831;2;2
NP_062826.2;METTL3;N6-adenosine-methyltransferase 70 kDa subunit [Homo sapiens];2;334;0.005831;3;3
NP_076424.1;DDRGK1;DDRGK domain-containing protein 1 precursor [Homo sapiens];2;334;0.005831;2;2
NP_443198.1;FAM129A;protein Niban isoform 2 [Homo sapiens];2;334;0.005831;2;2
NP_777602.1;GAS2L3;GAS2-like protein 3 [Homo sapiens];2;334;0.005831;2;2
NP_787054.1;KRTAP11-1;keratin-associated protein 11-1 [Homo sapiens];2;334;0.005831;5;5
NP_954712.1;UNC13D;protein unc-13 homolog D [Homo sapiens];2;334;0.005831;3;3
NP_001017995.1;SH3PXD2B;SH3 and PX domain-containing protein 2B [Homo sapiens];2;334;0.005831;2;2
NP_001035237.1;SERPINB7;serpin B7 [Homo sapiens];2;334;0.005831;3;3
NP_001070707.1;RNF214;RING finger protein 214 [Homo sapiens];2;334;0.005831;3;3
NP_001129511.1;NIF3L1;NIF3-like protein 1 isoform 1 [Homo sapiens];2;334;0.005831;2;2
NP_001138408.1;C11orf95;hypothetical protein LOC65998 [Homo sapiens];2;334;0.005831;2;2
NP_001184044.1;GCLC;glutamate--cysteine ligase catalytic subunit isoform b [Homo sapiens];2;334;0.005831;2;2
NP_001186102.1;MLST8;target of rapamycin complex subunit LST8 isoform a [Homo sapiens];2;334;0.005831;3;3
NP_004540.1;NDUFC2;NADH dehydrogenase [ubiquinone] 1 subunit C2 isoform 1 [Homo sapiens];2;334;0.005831;4;4
NP_005225.2;NR2F6;nuclear receptor subfamily 2 group F member 6 [Homo sapiens];2;334;0.005831;3;3
NP_036392.2;HACL1;2-hydroxyacyl-CoA lyase 1 [Homo sapiens];2;334;0.005831;2;2
NP_037408.2;SHPK;sedoheptulokinase [Homo sapiens];2;334;0.005831;3;3
NP_055417.1;PIK3R4;phosphoinositide 3-kinase regulatory subunit 4 [Homo sapiens];2;334;0.005831;3;3
NP_115612.4;USP48;ubiquitin carboxyl-terminal hydrolase 48 isoform a [Homo sapiens];2;334;0.005831;4;4
NP_000565.1;CD55;complement decay-accelerating factor isoform 1 preproprotein [Homo sapiens];2;334;0.005831;4;4
NP_001004317.1;LIN28B;protein lin-28 homolog B [Homo sapiens];2;334;0.005831;2;2
NP_001035994.1;COASY;bifunctional coenzyme A synthase isoform a [Homo sapiens];2;334;0.005831;4;4
NP_001036068.1;KDM5A;lysine-specific demethylase 5A [Homo sapiens];2;334;0.005831;3;3
NP_001986.2;ACSL1;long-chain-fatty-acid--CoA ligase 1 [Homo sapiens];2;334;0.005831;3;3
NP_002638.2;PIK3C3;phosphatidylinositol 3-kinase catalytic subunit type 3 [Homo sapiens];2;334;0.005831;2;2
NP_003907.3;AP1S2;AP-1 complex subunit sigma-2 [Homo sapiens];2;334;0.005831;5;5
NP_115649.1;TMEM126A;transmembrane protein 126A [Homo sapiens];2;334;0.005831;2;2
NP_849189.1;SFXN2;sideroflexin-2 [Homo sapiens];2;334;0.005831;4;4
NP_064716.2;RARS2;probable arginyl-tRNA synthetase, mitochondrial precursor [Homo sapiens];2;334;0.005831;2;2
NP_077309.1;FSD1;fibronectin type III and SPRY domain-containing protein 1 [Homo sapiens];2;334;0.005831;2;2
NP_000607.1;CD4;T-cell surface glycoprotein CD4 isoform 1 precursor [Homo sapiens];2;334;0.005831;3;3
NP_000893.2;MME;neprilysin [Homo sapiens];2;334;0.005831;3;3
NP_001185702.1;PI4KB;phosphatidylinositol 4-kinase beta isoform 2 [Homo sapiens];2;334;0.005831;2;2
NP_001189368.1;NCR3LG1;B7 homolog 6 [Homo sapiens];2;334;0.005831;2;2
NP_001634.1;APOA2;apolipoprotein A-II preproprotein [Homo sapiens];2;334;0.005831;6;6
NP_004633.1;CDK2AP1;cyclin-dependent kinase 2-associated protein 1 [Homo sapiens];2;334;0.005831;3;3
NP_006181.1;ORC2;origin recognition complex subunit 2 [Homo sapiens];2;334;0.005831;2;2
NP_055449.1;PPM1F;protein phosphatase 1F [Homo sapiens];2;334;0.005831;3;3
NP_057415.1;ZNF639;zinc finger protein 639 [Homo sapiens];2;334;0.005831;4;4
NP_060773.3;EXOC2;exocyst complex component 2 [Homo sapiens];2;334;0.005831;2;2
NP_000453.2;UBE3A;ubiquitin-protein ligase E3A isoform 2 [Homo sapiens];2;334;0.005831;2;2
NP_004660.2;CLIC3;chloride intracellular channel protein 3 [Homo sapiens];2;334;0.005831;4;4
NP_054903.1;CNIH4;protein cornichon homolog 4 [Homo sapiens];2;334;0.005831;6;6
NP_079106.3;LPCAT1;lysophosphatidylcholine acyltransferase 1 [Homo sapiens];2;334;0.005831;2;2
NP_001889.2;CST1;cystatin-SN precursor [Homo sapiens];2;334;0.005831;9;9
NP_005248.2;GATA6;transcription factor GATA-6 [Homo sapiens];2;334;0.005831;2;2
NP_060634.2;ASUN;cell cycle regulator Mat89Bb homolog [Homo sapiens];2;334;0.005831;2;2
NP_775746.1;DCUN1D3;DCN1-like protein 3 [Homo sapiens];2;334;0.005831;2;2
NP_149079.2;FAM40A;hypothetical protein LOC85369 [Homo sapiens];2;334;0.005831;3;3
NP_055892.2;SARM1;sterile alpha and TIR motif-containing protein 1 [Homo sapiens];2;334;0.005831;3;3
NP_653319.1;SPICE1;spindle and centriole-associated protein 1 [Homo sapiens];2;334;0.005831;2;2
NP_001139528.1;MBOAT7;lysophospholipid acyltransferase 7 isoform 2 [Homo sapiens];2;334;0.005831;3;3
NP_848526.1;GMCL1;germ cell-less protein-like 1 [Homo sapiens];2;334;0.005831;2;2
NP_001014839.1;NCDN;neurochondrin isoform 1 [Homo sapiens];2;334;0.005831;2;2
NP_001092885.1;POM121C;nuclear envelope pore membrane protein POM 121C [Homo sapiens];2;334;0.005831;4;4
NP_689942.2;NT5DC1;5_-nucleotidase domain-containing protein 1 [Homo sapiens];2;334;0.005831;2;2
NP_002220.1;JUNB;transcription factor jun-B [Homo sapiens];2;334;0.005831;3;3
NP_056284.1;NIPSNAP3A;protein NipSnap homolog 3A [Homo sapiens];2;334;0.005831;2;2
